fingerprint,title,author,issue,date,categories,tags,id,license,comments,source-hostname,hostname,source,excerpt,filename,has_text
AvCdE124z4/nntgkBJnMh5LT3PQ=,Taming the Land,Aaron Emmel,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/taming-the-land,"We soared through the yellow-tinged sky, spinning in the dizzying freedom of flight, winds buffeting us and tearing at our jet-powered wings until we broke f...",./scrape/jsonfiles/DblQlZe7dDQqxoDc2vBxJKJ4E9c.json,TRUE
siU2ddKfKlgHLvnFE7QZLiIOwsc=,Puebla de los ángeles,un cuento corto por Libia Brenda,71,2019-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/puebla-de-los-angeles,Año del Señor de 1531,./scrape/jsonfiles/+S-uwo95WrEWQzD+Xs9BUpJrt2U.json,TRUE
z192X24fivp/m8Qi12g5rVNEuak=,Black Like Them,Troy L. Wiggins; illustrated by Galen Dara,39,2017-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue39/chapter/black-like-them/,NARRATOR,./scrape/jsonfiles/MZ-AeFj13FRYSspuUSkMXUeooaw.json,TRUE
BcDIzhlI+vFjtXEGH0bgQaBOM8s=,Ren of the Thousand Faces,M. Elizabeth Ticknor,91,2021-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/ren-of-the-thousand-faces,"The moment Ren stepped out from behind the silk changing screen wearing Lady Olivia Stryphe’s face, the audience of the Celestial Aurora Theater turned on xe...",./scrape/jsonfiles/OVC5S6ERFQ-cgtLvUt9aSngzi34.json,TRUE
R8C2ykxIOGMqpHU+7Jug1DxVrwk=,The Jubilee,Sheree Renée Thomas,66,2019-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-jubilee,"After slavery was the Jubilee, the great-wandering-down-the-road time, the where-I-go-is-my-own time. And during the Jubilee, there was plenty of names. Peop...",./scrape/jsonfiles/IinWh7WUUZkEtNHyIMxtgG25W9Y.json,TRUE
sw+11FzHGzXQM79uFTmqNuUGaUE=,The Bird,Edward Ashton,31,2016-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue31/chapter/the-bird/,"“Spontaneous remission,” the doctor says. “The primary mass in your pancreas is gone. Your PET scan is clear. It happens sometimes.”",./scrape/jsonfiles/VR8tBSQf-s4OWH1z+rXxzlZgt-w.json,TRUE
sqpr1Z1WMWx9yntn+FQr8BLWdYw=,The Get-Get Man,Melissa Moorer; illustrated by Galen Dara,37,2016-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue37/chapter/the-get-get-man/,"The Get-Get Man travels at night, sharp as a scalpel, dark as soot. He cuts through the yards and streets, slicing and taking what doesn’t make way. They say...",./scrape/jsonfiles/bjbiKPuLXs89A2AtIP7+OfbgmUc.json,TRUE
AiksST6fIZqyLSyY3nBidFIQQOs=,"Independent, Superior",Chris Butera,44,2017-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/independent-superior,There are twenty-seven synonyms for subservience.,./scrape/jsonfiles/VOLAvP7VcuT4iFJmCL9paH58G-k.json,TRUE
3/agCZPje3rp3atftigjQVDY1Iw=,On Good Friday the Raven Washes Its Young,Bogi Takács,54,2018-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/on-good-friday-the-raven-washes-its-young,"“On Good Friday the raven washes its young, as this world curses me with frogs and snaketongue; so this world should tell me face to face, who have I wronged...",./scrape/jsonfiles/1pryS2IGzrMPlewnJFBtE1B2mi0.json,TRUE
IdV5Xz1z45fwDQOBPowyW7f8AIY=,Rabbit Heart,Alyssa Wong,37,2016-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue37/chapter/rabbit-heart/,"When the Xiongs’ only son died, instead of calling the crematorium and arranging for a funeral, the family came to me.",./scrape/jsonfiles/PEw4sTVNfm51UkbO4SpMKlNqucs.json,TRUE
NIxA75YoQa5KXhTUUoOBKYm8M1c=,"Our Secrets, In Keys",Suyi Davies Okungbowa,46,2017-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/our-secrets-in-keys,"This used to open the door to the first room where we locked you up, before you stole a light and burnt it down. I was too late to contain it, too late to qu...",./scrape/jsonfiles/69U0KwgdUu9hqsmAxyYj0AYqh28.json,TRUE
L3W0g4nIL5CDGOB0kIy/KW1j680=,Mother Tongue,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/mother-tongue,“I opened my mouth and my mother came out.” I hear the words but can’t comprehend the yawning pit I feel beneath them the self-effacing laughter prepared to ...,./scrape/jsonfiles/0WZNU+ysMaktISoS2O9yjJ5fVlA.json,TRUE
uuDSe5SzaTDRCYh1peZ1gst0Z5I=,Ex Astris,Lauren M. Roy,9,2014-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue9/chapter/ex-astris/,"The first time he blacked out, Kevin saw stars. Not the tweety-bird kind, but actual galaxies spinning away in the dark. It happened again a week later, and ...",./scrape/jsonfiles/xYocWlJf5MQhSyPBJzI9t9-gkNw.json,TRUE
o7YugFBPQ5JJVSQv7gqFegB6XZI=,That Time I Found a Phone Booth Where I Can Talk to My (Dead) Dad,Alisa Alering,87,2021-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/that-time-i-found-a-phone-booth-where-i-can-talk-to-my-dead-dad,I used to take walks along a patch of scruffy waste ground a couple of blocks from my house in Indiana. It’s where the old RCA factory stood before the city ...,./scrape/jsonfiles/TmoA0xlGA+mY5xBPdyVvHKPkz9Q.json,TRUE
qGPwt2xKaraeg3rSBBxVjgYzsDg=,Betty and the Squelchy Saurus,Caroline M. Yoachim; illustrated by Galen Dara,28,2015-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue28/chapter/betty-and-the-squelchy-saurus/,Betty was hanging wet towels on the clothesline when a faded blue Plymouth Roadking came up the drive. Someone had donated the car to the Six Sisters orphana...,./scrape/jsonfiles/Ihx8A7OA6N4heJHagmlTaBwD6TQ.json,TRUE
iamQmZoF4TfcbK3HaBuvK5yKM1g=,Weaving,January Adams,91,2021-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/weaving,"A week before Lauri declared an end to our friendship by throwing a cheesecake into the river, I found the Tessitura sitting in her closet. At the time, I ha...",./scrape/jsonfiles/Z+xQ6FmdQ9xBQQ922236g2rvL3A.json,TRUE
wAGLpkiZjvnH5HzOZw1qAE20vUU=,You Are Bleeding,Alexandra Seidel,66,2019-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/you-are-bleeding,"The girl, pigtail-aged, tells everyone: “I want to be an astronaut.”",./scrape/jsonfiles/xzjzNKzeLJ2RB97FlDzoZEdiBBc.json,TRUE
1YKUBJoMDOXV1DbKkVbfmwaL2Bk=,"Queen Aster, Who Dances",Tina Connolly,45,2017-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/queen-aster-who-dances,"Until the last moment, I do not know if I will dance.",./scrape/jsonfiles/yLoGtQKtATY7MTKvpaBrPdqkOP4.json,TRUE
AQZfGO+rFCtmhbjYbgERpCPxezE=,"Grits, Goblins, and Good Times",WC Dunlap,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/grits-goblins-and-good-times,"Attention, dear reader: This is a love story, complete with grown folks’ business. This is not for the kids. But there is also a moral to this story, a cauti...",./scrape/jsonfiles/p7YhSQx+AkGxjvoz48DpdZcvfKE.json,TRUE
WvuE1u+TdOtQAtYOq0L2w6ejxpY=,Personal Rakshasi,Suzan Palumbo,73,2019-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/personal-rakshasi,"Priya’s drawing lotuses with chalk on the driveway, unhappy with each blossom’s symmetry, when a shadow lurches across her designs. She digs her nails into h...",./scrape/jsonfiles/9L2BB1YtyM-82BxwuVOANfKu5HU.json,TRUE
NhMu+IKut8t6oxL1LJshprqQ7jk=,I Send My Tower Walking,Amanda Helms,74,2019-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/i-send-my-tower-walking,"In the cool of night, as the owls hoot and moonlight streams through my window, I whisper the spell to twine my hair into my tower. Tendrils of black flecked...",./scrape/jsonfiles/RVzl0lHvaupg7iIGoGsYUMw1+4Q.json,TRUE
A0Ft1cRREd9V0ZL7/fdgFF5qAu8=,Radio Werewolf,Cassandra Khaw,41,2017-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/radio-werewolf,“You really think there are Nazis in these woods?”,./scrape/jsonfiles/8izF9i4VamLWXx6Y4M5KLV6KmFM.json,TRUE
Q8Jji5NAWNVl+WvTS/+HiVHh89Y=,Friendly Emily,Kevin Hearne,43,2017-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/friendly-emily,"Lots of my friends went swimming in whiskey after the election, and I may have taken a quick dip myself. Some of them were still swimming — going for distanc...",./scrape/jsonfiles/xDOs+VelA4cc7Gjt8tM+v2OxGNI.json,TRUE
kaVviGhCTqIOBnEtuvdf3Dltb0A=,Time Out,Renee Elizabeths,23,2015-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue23/chapter/time-out/,There was a little girl dancing in the graveyard.,./scrape/jsonfiles/xM+-0PVtiMmGWU5VNrdekQmPDhA.json,TRUE
LnqShOUggXsiDc0MrbD+qI4I1nk=,"Sure I am Metaphysically Sinking Into a More Terrifying Universe, but We All Have Our Things to Deal With",Sam Gorenstein,7,2013-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue7/chapter/sure-i-am-metaphysically-sinking-into-a-more-terrifying-universe-but-we-all-have-our-things-to-deal-with/,"Teeth are pulling me through an inter-dimensional window by my hair, but yes I’m fine. Please carry on with the lecture. Micro-economics is a fascinating sub...",./scrape/jsonfiles/-gK6ge9uWE6K5Ud5KxDfTkGrshQ.json,TRUE
rurjrVyi2vTz+xovirf0BRZtQQE=,The Tourist,Em Liu,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-tourist,He goes to Earth alone.,./scrape/jsonfiles/LksJiunRTMKbpr5OzST5IeW5pzQ.json,TRUE
D5Cw324m6gLtmV49e3SxTY1w/iU=,How to Leave the Planet,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/how-to-leave-the-planet,"Airborne birds: easiest, still impossible. fly up and out, pump your wings hard until the air thins into blazing light in the darkness. panoramic view of the...",./scrape/jsonfiles/xVJnKU-WTZXTRcDwAW2LZ7azyNw.json,TRUE
N+4i9N9JpIEgbAbpS6VH20aZxcU=,Foie Gras,Charles Payseur,78,2020-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/foie-gras,"“We’ve been seeing a marked uptick in Napoleons,” Dora says. “Isn’t that strange? I blame the recent fascination with ancient British culture. They had a rea...",./scrape/jsonfiles/288mZqjkwrqIwWyqQmDqWT91x+w.json,TRUE
w62W18/9QyoIWq0g/c+2vWJq6iE=,Press Enter to Execute,Tobias S. Buckell; illustrated by Amy Houser,1,Spring 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue1/chapter/press-enter-to-execute/,Fall From Grace,./scrape/jsonfiles/arh0L+TKROqrRhQhTyN6hae2h-c.json,TRUE
XHc1NjQJ+zRERGMyjvRVVPrMUNw=,Famine's Shadow,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue3/chapter/famines-shadow/,,./scrape/jsonfiles/WHFDG0WyBBD2TFItxini5H5Cgy8.json,TRUE
nwEB47eAFtEcQEUL7bEg93XSjbM=,Green Tunnels,Taimur Ahmad; illustrated by Kieu Vo,75,2020-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/green-tunnels,"Alice has forgotten most of the feelings of home. She can’t remember the heat of the sun on her skin, or the sound of cicadas, or the taste of water that has...",./scrape/jsonfiles/TzIbMTAPHrDJhNlXOgrT6xKTEO8.json,TRUE
ubx5uBh5jawjM0TkG1N8GtoIGJI=,Papa's Gonna Buy You a Mockingbird,Julian Stuart,92,2021-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/papas-gonna-buy-you-a-mockingbird,"I’m still damp from my hasty shower as I clamber back into the Sack, and the feedback suit sticks uncomfortably to my bare skin, but the countdown to my next...",./scrape/jsonfiles/yxaTjf9bhraK+TzzG1KZxmNNmAg.json,TRUE
ALyeAINapw0UQZH+9+15O4IEW1Q=,Junebug’s Magical Magnificent Mercurial Barbershop,Malon Edwards,46,2017-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/junebugs-magical-magnificent-mercurial-barbershop,"When Junebug’s clippers bit the nape of De’Vontay’s neck, my boy didn’t flinch. The three old men waiting their turn to my right — their dark faces weathered...",./scrape/jsonfiles/SmlaCLY225lH+n8CAZ5i0nIvx9U.json,TRUE
PFXuEooqrOUWpbXqHKDbzPGxC5Y=,Of Honey and Grave Dirt,Maiga Doocy,96,2021-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/of-honey-and-grave-dirt,"She had thought being a sorcerer’s assistant meant learning the secrets of the universe. Instead it means this: One day, after she has swept the sorcerer’s o...",./scrape/jsonfiles/yWoXdXc0AMI7AQ6QyOmFGxgXyjE.json,TRUE
fR5AE0LMIoELSdV7rB4Dx8xTas8=,Friday Night Games,Anne Dafeta,59,2018-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/friday-night-games,"Adora felt it move beneath her fingers. She did. And she heard the voice clearly, the sound sharp and smooth. There were no distortions when it spoke, though...",./scrape/jsonfiles/Kh4k9dtj5s0dqReSZXrUv2HTHz8.json,TRUE
5GwzLmiaWIJfbr+NSGi69z4sAOA=,What's Left,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/whats-left,There’s a house on my street where grass weasels through brick and dandelions sprout little worlds beside beer bottles filled with scat. Birds stash nests wi...,./scrape/jsonfiles/8etJn5kpG8UXZJH4kxqo63fjG7E.json,TRUE
vWcqOEc+LJ8LjBuNJhqpFqFg0m0=,Intruder,M. E. Owen; illustrated by Galen Dara,45,2017-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/intruder,The inside door handle was loose.,./scrape/jsonfiles/7QVUng4a9ehMlu-AwVwFGt68VHQ.json,TRUE
/s1A198nsR8FQzv+PKZyQGGRA+w=,The Spice Market,Sangeetha Thanapal,81,2020-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-spice-market,"If a room could breathe, this one would be dragon’s fire. Not that dragons existed, but Amaya had heard enough stories about them from the northern merchants...",./scrape/jsonfiles/QHHPPFJcccKJ6w4b0aRHWMetQ-c.json,TRUE
hkWNrlN/65f4vAowwia2DGpjw4M=,What Cannot Follow,Eugenia Triantafyllou,72,2019-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/what-cannot-follow,There are three things one needs to know about ghosts:,./scrape/jsonfiles/SIGsmCC8sMZC2WAPRX2-TmXSvjk.json,TRUE
7BXDXUwehzdKWsoh93xvBfWjAWY=,Odontogenesis,Nino Cipri,60,2018-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/odontogenesis,"“Did you hear that?” Abby asked her neighbor, Vivienne. The two of them had been chatting over the fence that separated their front yards. Vivienne had corne...",./scrape/jsonfiles/DQudOvny5eZ51toWMOYvOYzzobE.json,TRUE
XM9DJpiDgBDXValZ+qlobkAi+hY=,Even the Clearest Water,Andi C. Buchanan,81,2020-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/even-the-clearest-water,"From water, white-capped, rushing over pebbles and stones, chasing round rocks, my flesh emerges; limbs stick thin and translucent like the freshwater they c...",./scrape/jsonfiles/U8ZfvmUX3XcFr9Km039D1uIXZ04.json,TRUE
mCq6+4562qiLO2WNVliVPD4naxY=,Homesick,Sarah Gailey,36,2016-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue36/chapter/homesick/,"“First, you must cross my palm with silver.” Moira cackles every time she says it, which is every time she sees me. It wasn’t funny the first time. I guess s...",./scrape/jsonfiles/EMvl-zsRAt43USnFihd9oP7cMPg.json,TRUE
yiaU8035jRt5/TU2+lAziXUTlnY=,Mistakes Were Made,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue14/chapter/the-forever-endeavor-part-eleven/,45. MISTAKES WERE MADE,./scrape/jsonfiles/tOHvZ2+3JOBUccTZwKben-kGamc.json,TRUE
7yWzEModb/3QAzfHY79SJM7cO/s=,Cleaning Up,Brian M. Milton; illustrated by Clare DeZutti,62,2018-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/cleaning-up,The janitor banged all bar one of the toilet cubicle doors.,./scrape/jsonfiles/Tmc-7ll4G9iPfmm+w-NmwdJXjrg.json,TRUE
CqyiTt5NjWaxu0qj2AiCQ1oyEpA=,Cupid and Psyche at the Caffé Sol Y Mar,José Pablo Iriarte,28,2015-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue28/chapter/cupid-and-psyche-at-the-caffe-sol-y-mar/,"Psyche has given up and signaled for the check by the time Cupid pulls up on his red scooter. He runs his fingers through his hair, grimacing as he works the...",./scrape/jsonfiles/imhZuJWT-ip7Yf2WnHDBucg+sPU.json,TRUE
QTThIfkn0T/XQeibbkixAyKxHJo=,Rocket Ship Nirvana,Jason Ridler; illustrated by Galen Dara,12,2014-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue12/chapter/30/,A few stray fireworks died dull against daylight and Peggy yawned. Distorted guitars and a hissing snare drum snap invaded her brain through her earphones as...,./scrape/jsonfiles/6MtMlHRM6lwzq0QEl+2g5OKufsc.json,TRUE
ncCYP9lS8hwjxj96k7wccYNkLpQ=,Caesura,Hayley Stone; illustrated by Max Cole-Takanikos,49,2017-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/caesura,"Priya begins by striking the words love, hate, heart, and feel from the computer’s vocabulary, and blocks the internet. It isn’t with malicious intent. She d...",./scrape/jsonfiles/Iq34qSc-CwomqIldgdD72UrywpM.json,TRUE
YEkyW3L6QhyvrhGnBmeIOodD9aY=,Matrimonial Quest at Luna Prime and Other Existential Dread,Deka Omar,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/matrimonial-quest-at-luna-prime-and-other-extential-dread,"“Attention all customers. Please proceed to Area 7 for the Singles Mixer, and have your e-chaperones on standby. All human chaperones are required to wear th...",./scrape/jsonfiles/gK5nM7z0LZkvFpfXPJiXJPLXMpg.json,TRUE
vQ6GvrE1MOAE1cp68FNd9xUScBc=,Temporary Saints,Neon Yang,28,2015-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue28/chapter/temporary-saints/,I hate it when it’s kids. I hate it when a new saint is wheeled in and it’s an eight-year-old hollowed out by their sanctity and turned monstrous with growth...,./scrape/jsonfiles/WVOCmy3cwB2aQqyrRVovZoO8YKI.json,TRUE
Ej6YJqn5oOhfdhUTKUs74JCU+GA=,Inner Space,Takim Williams,60,2018-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/inner-space,"“Daddy, are we friends?” Ella Jane’s question breaks the customary dinner table silence. But Dr. Williams doesn’t hear his fourth-grader as he watches his tw...",./scrape/jsonfiles/U3QPOoFnZDQy9wT8k3NXCMQyHzc.json,TRUE
OY8WChlmBCFqHI/0CCC+iYIgRsA=,On the Other Side of the Line,A. T. Greenblatt; illustrated by Amanda Makepeace,72,2019-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/on-the-other-side-of-the-line,"My dog is longing for something just out of reach. He’s lying flat on the floor, ears back, muzzle jammed under the bookshelf, making this weird bark whine n...",./scrape/jsonfiles/-rhC29sn62HWMEs4idrkH5Q95b0.json,TRUE
Pz5Bd1P73ysqiKLGMR5dLW+/5rs=,A Bitter Orange Perfume,H. Pueyo,76,2020-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-bitter-orange-perfume,"There were three women attending the perfumer’s funeral; others were nothing but colorless shadows. Maria Alberta was the first one — twenty-nine by then, th...",./scrape/jsonfiles/t1p1FsLEUKNnir6P8wSGSrK7ZBI.json,TRUE
tTwOmAKr6+IienxnQxLBhIfAYq4=,Six Goats,Isabel Cañas,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/six-goats,"Before the coup, Nuria heard that the descendants of the serpent ruled the city.",./scrape/jsonfiles/DA+pc+w-lS-qS+ehB7cA4ToM5Ns.json,TRUE
d253k84PVXdpP/Fm6338ZTskFAc=,Catch a Fallen Star,A. A. McNamara; illustrated by Galen Dara,7,2013-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue7/chapter/catch-a-fallen-star/,"The kid was quick, darting ahead of Valentin around chunks of concrete and metal scraps that lay in the street like a giant child’s playthings. Valentin’s lu...",./scrape/jsonfiles/Xf3zZwOSBIaWE6Jt1BTOme75hg0.json,TRUE
evvyff4ReIQMhA5vcKupxdIPsDk=,Unmended,Mike Loniewski; illustrated by Omar Gilani,77,2020-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/unmended,"My dad is made of metal but you’re not supposed to know. Mom says the people who come to the show would feel cheated if they knew the truth, so I have to sta...",./scrape/jsonfiles/uvmUsVDI51AcNlGLEKS+RTtlkNQ.json,TRUE
SVjMugo8uRb20HZ1mc7MEurpoUM=,Pride and Profanity,Aidan Doyle,21,2015-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue21/chapter/pride-and-profanity/,Heavily armored punctuation guarded the palace gates. “Where’s your invitation?” a belligerent semicolon demanded.,./scrape/jsonfiles/SotOU1+LjSUVNC+RZeBGPoEiDLY.json,TRUE
0ZC3lSBJmBqRlknrKfc1G+PpAOw=,Maternal Type,Lilith Saintcrow; illustrated by Galen Dara,9,2014-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue9/chapter/maternal-type/,"The bar was dim, full of fauxsmoke. Modern ersatz cigs don’t kill you like the old ones, and synthetic liquor doesn’t bite either. Cushioned, to keep warmbod...",./scrape/jsonfiles/-Gv6h3qcIXslK5WYsSc0yxo1eF4.json,TRUE
4U7K7AMAK9bzu5vbJe/SmHUvjYY=,Mirrors in the Valley,Kendra Sims,50,2017-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/mirrors-in-the-valley,"Rjukan, Norway—Two thousand meters above this technocratic enclave, the whole mountain range gleams. Errol Braithwaite basks in the glow. Since buying the en...",./scrape/jsonfiles/ywenWlg6ENbgbJ89sRCkcSZ-I7U.json,TRUE
xDe1JMztWrnyAqyUl6cIhwUbvCc=,The Telegrapher,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-telegrapher,"I found the radio he broke. He’d placed it in the house we burnt and abandoned; must have returned to hide the two polaroids, after— neatly wedged them in th...",./scrape/jsonfiles/IE3ryFBs0VLHDUTmF4+TRdTu1sM.json,TRUE
9ZD3wgVTtxHMe1MRgveGIc8tfb4=,As I Wait for the Killing Blow,M. Shaw,92,2021-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/as-i-wait-for-the-killing-blow,"My first feathers came in just a few days after my granddaughter Sima was born. Black as a raven’s, but that doesn’t mean much in the beginning. I could end ...",./scrape/jsonfiles/d+d9vofyRahOEbcBOZ0r5KcZ9H8.json,TRUE
sIGj3bDPOIML2XorDPIeEvyk4Ss=,Sugar,Ashley Park; illustrated by Rachel Wada,89,2021-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/sugar,You have been chosen from all of the unmarried girls in your village. It is a great honour. People you have known your whole life gather outside of your gran...,./scrape/jsonfiles/CAhvpLI3twndA3lzWdU2KTCIFR0.json,TRUE
bdFxjCFOXewouqqhhNZrdzdkz6g=,Banshee,Cherrelle Shelton,48,2017-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/banshee,"“Alright Meka, I’ll see you tomorrow morning,” Gina said as she made her way onto the bus. Meka waved goodbye and turned to walk the rest of the city block t...",./scrape/jsonfiles/1vce+y+r26Z40m+-ISOsIHYjOJE.json,TRUE
0KiSJaUtRs4F/Qefdk/Twb9Yn9Q=,T-E-E-T-H,Imogen Archer,93,2021-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/t-e-e-t-h,"Samena couldn’t shake the feeling she was forgetting something. Two days ago, Thea had lost her last baby tooth, and Samena could think about little else. He...",./scrape/jsonfiles/Gos81U0GPoonll5Ks-EEHOrZvSM.json,TRUE
rObR30wiiFnnYwLcjdymB2yzYHU=,If Wishes Were Obfuscation Codes,Malon Edwards; illustrated by Galen Dara,24,2015-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue24/chapter/if-wishes-were-obfuscation-codes/,"“Tell the truth and shame the devil, Doré,” Manmi used to say. Well, truth is, I’m in love with an obfuscation programme.",./scrape/jsonfiles/7TtiTEdpmBF16h9-98zpUwot5nI.json,TRUE
Osy70uWT19OVgF60Sg5yhoWKQHs=,A Clockwork Heart,Lucas J. W. Johnson,25,2015-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue25/chapter/a-clockwork-heart/,"The steam engines hummed, the only sound on the bridge. The small control crew, bound and gagged, huddled against the walls, fear in their eyes. The small fo...",./scrape/jsonfiles/h-k0frnzy0-HVgg74mEz10JD-J4.json,TRUE
xBrf48oQZmYVIJoNBF7/pf/L6Ps=,The Liberation of Ghost City,Elly Bangs,80,2020-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-liberation-of-ghost-city,"“Let me go,” the condemned woman sighed, “or I’ll have no choice but to end the world.”",./scrape/jsonfiles/xKGkJDVhJwyXX0rraZUItyrKYBo.json,TRUE
zNDkc4/lrWRTSf4OEj5t9dkjuoc=,"One For Sorrow, Two For Joy",LaShawn M. Wanak; illustrated by Dawid Planeta,54,2018-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/one-for-sorrow-two-for-joy,…fair of face…,./scrape/jsonfiles/IDDcafKJoqF12oujYjhGFwh4xrI.json,TRUE
buLhuCLT8+4ikm95IyLzK3muoM0=,Ten Lessons for a Curse-Breaker,Ellen Meny,98,2021-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/ten-lessons-for-a-curse-breaker,1. Do not try to fix generational trauma with a spell.,./scrape/jsonfiles/wbKN0KUnQO+lCXDetsq5EEvUBa8.json,TRUE
Aduwg3cXCrUWaW9n4iQwB+D8Gjc=,Small-Town Spirit,Frances Rowat; illustrated by Steffi Walthall,97,2021-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/small-town-spirit,"Randi and Betty are sharing a milkshake in a booth at the Olympia, which is a great way to spend a summer afternoon in Little Wells. They’re holding hands an...",./scrape/jsonfiles/+nrjpwEnn3iy-eo5rluzJkxwihQ.json,TRUE
dXkL6mXTjTLp7d7XUaXFODNMMJg=,Whistle Posts of Forgotten Railroads,Jason Sanford; illustrated by Marcia Diaz,88,2021-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/whistle-posts-of-forgotten-railroads,"The train tracks run not by my house but near, along a railroad viaduct slicing our city into a here and a there, into this neighborhood and that. A raised b...",./scrape/jsonfiles/cW0Z9RJtf8Im+WojXQzdASgmLPA.json,TRUE
